location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Marathahalli,1780.0,4,3,175.0,4,9831.46
Other,1056.0,2,1,80.0,2,7575.76
Bannerghatta Road,595.0,1,1,33.32,1,5600.0
Other,1080.0,2,2,50.0,2,4629.63
7th Phase JP Nagar,2225.0,3,1,160.0,3,7191.01
Bommasandra,1126.0,2,1,28.15,2,2500.0
Electronics City Phase 1,1490.0,3,1,84.0,3,5637.58
HRBR Layout,2000.0,4,1,300.0,4,15000.0
Sarjapur  Road,1550.0,3,3,100.0,3,6451.61
Other,1600.0,3,2,86.0,3,5375.0
Other,1160.0,2,1,55.0,2,4741.38
Whitefield,4144.0,4,3,315.0,4,7601.35
Sarjapur  Road,2100.0,3,2,125.0,3,5952.38
Vittasandra,1404.0,2,1,69.3,2,4935.9
Sarjapur  Road,2230.0,4,3,225.0,4,10089.69
Other,1544.0,3,2,120.0,3,7772.02
Banashankari Stage III,1305.0,2,1,58.7,3,4498.08
Marathahalli,1230.0,2,2,80.0,2,6504.07
Other,1200.0,2,0,65.0,2,5416.67
Harlur,1460.0,3,1,73.0,3,5000.0
Gottigere,967.0,2,3,45.0,2,4653.57
Other,540.0,1,1,36.0,1,6666.67
Hormavu,715.0,1,2,46.0,1,6433.57
Whitefield,2500.0,3,2,313.0,3,12520.0
Other,1578.0,3,1,180.0,3,11406.84
Mysore Road,1020.0,2,1,48.95,2,4799.02
Jigani,1020.0,2,1,40.0,2,3921.57
Koramangala,1253.0,2,1,102.0,2,8140.46
Other,1180.0,2,2,42.0,2,3559.32
Nehru Nagar,961.0,2,2,38.0,2,3954.21
Kanakapura,1419.0,3,3,75.0,3,5285.41
Harlur,1709.0,3,2,150.0,3,8777.06
Other,1600.0,2,0,115.0,2,7187.5
Other,416.0,1,1,18.5,1,4447.12
Sanjay nagar,1100.0,2,2,98.0,2,8909.09
HSR Layout,1430.0,2,1,65.0,3,4545.45
Other,1260.0,2,2,45.0,2,3571.43
Other,1630.0,3,2,85.0,3,5214.72
Sarjapur  Road,1249.0,3,2,44.71,3,3579.66
Kalena Agrahara,1450.0,2,3,85.0,3,5862.07
Konanakunte,2791.0,3,1,223.0,3,7989.97
Other,600.0,1,0,90.0,1,15000.0
Other,834.0,1,1,60.0,1,7194.24
Other,1125.0,4,1,70.0,3,6222.22
Arekere,2060.0,3,2,140.0,3,6796.12
Malleshwaram,12000.0,7,3,2200.0,7,18333.33
Gottigere,891.0,2,1,25.0,2,2805.84
Raja Rajeshwari Nagar,1133.0,2,1,49.07,2,4330.98
Bisuvanahalli,1075.0,2,1,37.0,3,3441.86
Other,3000.0,5,2,260.0,4,8666.67
Brookefield,2440.0,5,2,425.0,4,17418.03
Vidyaranyapura,1200.0,2,2,55.0,2,4583.33
Thanisandra,1075.0,2,2,45.8,2,4260.47
Kaggadasapura,1140.0,2,2,40.0,2,3508.77
Other,2160.0,5,1,250.0,6,11574.07
Raja Rajeshwari Nagar,1090.0,2,1,42.0,2,3853.21
R.T. Nagar,1500.0,4,1,70.0,4,4666.67
Whitefield,4104.0,4,2,360.0,4,8771.93
Whitefield,1790.0,3,2,100.0,3,5586.59
Hebbal,1920.0,3,2,134.0,3,6979.17
HRBR Layout,1374.0,2,2,95.0,2,6914.12
Bannerghatta Road,1445.0,3,2,95.0,3,6574.39
Kanakapura,711.0,1,1,36.0,1,5063.29
Tumkur Road,1500.0,3,3,95.0,3,6333.33
Whitefield,1720.0,3,3,100.0,3,5813.95
Vasanthapura,1400.0,3,2,60.0,3,4285.71
Kundalahalli,1030.0,2,2,49.0,2,4757.28
Mysore Road,1200.0,2,1,85.0,2,7083.33
Other,1375.0,3,2,70.0,3,5090.91
Hegde Nagar,1050.0,1,2,56.0,2,5333.33
Jalahalli,2250.0,3,2,160.0,3,7111.11
Bellandur,1000.0,2,2,50.0,2,5000.0
Other,469.0,1,0,25.0,1,5330.49
Marathahalli,3800.0,4,3,250.0,4,6578.95
Kambipura,883.0,2,1,29.0,2,3284.26
GM Palaya,1820.0,2,3,86.0,3,4725.27
Singasandra,1440.0,2,3,65.0,3,4513.89
Other,3600.0,4,1,160.0,6,4444.44
Malleshwaram,2500.0,5,2,325.0,4,13000.0
Mahadevpura,1225.0,2,2,48.0,2,3918.37
Other,4000.0,3,1,660.0,3,16500.0
Chikkalasandra,875.0,2,3,52.8,2,6034.29
Jalahalli East,750.0,1,2,40.0,1,5333.33
6th Phase JP Nagar,1180.0,2,3,80.0,2,6779.66
Haralur Road,1194.0,2,2,47.0,2,3936.35
Hennur Road,1500.0,2,2,62.0,3,4133.33
Other,1160.0,2,2,52.2,2,4500.0
Hosakerehalli,2378.0,3,1,262.0,3,11017.66
Sarjapur,1128.0,2,1,60.0,2,5319.15
Hebbal,1500.0,3,1,150.0,3,10000.0
Other,1220.0,2,1,35.23,3,2887.7
Sarjapur  Road,1210.0,2,2,58.0,2,4793.39
Kanakpura Road,1100.0,2,1,58.0,3,5272.73
Bommasandra,1200.0,3,2,46.0,3,3833.33
Haralur Road,3385.0,5,2,260.0,4,7680.95
Other,1641.0,3,2,66.0,3,4021.94
Horamavu Agara,1200.0,2,1,45.0,2,3750.0
Raja Rajeshwari Nagar,1260.0,2,1,67.39,2,5348.41
Mahadevpura,1720.0,3,3,78.0,3,4534.88
Yelahanka,1132.5,2,0,48.13,2,4249.89
Yelahanka,1210.0,2,1,45.98,2,3800.0
Indira Nagar,2200.0,4,2,200.0,4,9090.91
Bisuvanahalli,1075.0,2,1,45.0,3,4186.05
Thanisandra,1702.0,3,2,130.0,3,7638.07
Other,1630.0,2,2,200.0,2,12269.94
Raja Rajeshwari Nagar,1141.0,2,2,38.55,2,3378.62
Other,2072.0,3,2,108.0,3,5212.36
JP Nagar,5520.0,2,2,375.0,5,6793.48
Other,1200.0,2,0,70.0,3,5833.33
Other,1350.0,3,0,77.0,3,5703.7
Other,4046.0,4,0,445.0,4,10998.52
Other,1180.0,2,2,78.34,3,6638.98
Yelahanka,35000.0,3,3,130.0,3,371.43
Other,1355.0,2,2,115.0,2,8487.08
Other,600.0,1,0,50.0,1,8333.33
Bannerghatta Road,1640.0,2,1,120.0,3,7317.07
Kodichikkanahalli,1190.0,2,2,57.0,3,4789.92
OMBR Layout,2400.0,4,2,375.0,4,15625.0
Marathahalli,1019.0,2,2,49.85,2,4892.05
Other,1875.0,3,2,165.0,3,8800.0
Akshaya Nagar,1250.0,3,2,40.0,3,3200.0
Brookefield,1200.0,3,2,140.0,3,11666.67
Whitefield,1140.0,2,1,56.0,2,4912.28
Lingadheeranahalli,1683.0,3,1,109.0,3,6476.53
Kaggadasapura,1515.0,3,2,83.3,3,5498.35
Hoodi,2118.0,4,2,111.0,4,5240.79
Bannerghatta Road,1380.0,3,0,58.0,4,4202.9
Varthur Road,1083.0,2,2,61.75,2,5701.75
Other,600.0,2,1,55.0,2,9166.67
Other,2300.0,3,3,120.0,3,5217.39
Other,1240.0,2,2,60.0,2,4838.71
Other,1750.0,3,1,120.0,3,6857.14
Other,1230.0,2,2,43.48,2,3534.96
Anjanapura,1500.0,3,1,139.0,3,9266.67
Abbigere,985.0,2,1,40.39,2,4100.51
Tindlu,1500.0,2,1,87.0,3,5800.0
Electronic City,1125.0,2,1,32.49,2,2888.0
Other,950.0,2,1,44.0,2,4631.58
JP Nagar,5600.0,2,2,548.5,5,9794.64
Kothanur,1580.0,3,3,76.0,3,4810.13
Other,1092.0,2,1,98.5,3,9020.15
Electronic City Phase II,1090.0,2,1,28.34,2,2600.0
Hennur Road,2264.0,3,1,159.0,3,7022.97
Dommasandra,1033.0,2,2,25.53,3,2471.44
Kammasandra,810.0,2,2,24.5,2,3024.69
Other,1045.0,2,0,45.0,2,4306.22
Hebbal,1337.0,2,1,82.0,2,6133.13
Chandapura,1200.0,2,2,32.0,2,2666.67
Koramangala,1580.0,3,2,160.0,3,10126.58
Begur Road,1500.0,2,3,54.0,3,3600.0
Whitefield,1640.0,4,2,91.0,3,5548.78
Other,1570.0,3,2,62.0,3,3949.04
Gubbalala,1470.0,2,2,82.0,3,5578.23
Kengeri,1160.0,2,2,40.61,2,3500.86
7th Phase JP Nagar,1050.0,2,1,71.0,2,6761.9
Other,1855.0,3,1,225.0,3,12129.38
Bannerghatta Road,1460.0,2,1,90.0,3,6164.38
Hulimavu,1823.0,3,2,100.0,3,5485.46
Electronic City,1094.0,2,2,42.0,2,3839.12
Budigere,1153.0,2,2,57.0,2,4943.63
Other,1325.0,3,1,57.0,3,4301.89
Parappana Agrahara,1200.0,3,2,85.0,4,7083.33
Jakkur,1590.0,2,2,125.0,3,7861.64
Raja Rajeshwari Nagar,1200.0,4,0,220.0,4,18333.33
Other,1202.0,2,1,48.0,2,3993.34
Haralur Road,1202.0,2,1,53.0,2,4409.32
Other,1200.0,2,3,62.5,2,5208.33
Panathur,1688.0,3,1,118.0,3,6990.52
Kaval Byrasandra,1020.0,2,1,52.0,2,5098.04
Sarjapur,1185.0,2,2,47.0,2,3966.24
Ramagondanahalli,1235.0,2,1,52.04,2,4213.77
Hosakerehalli,3205.0,5,1,500.0,4,15600.62
Banashankari,1077.0,2,2,37.64,2,3494.89
Kengeri Satellite Town,1415.0,2,3,66.0,3,4664.31
EPIP Zone,2330.0,3,2,162.0,3,6952.79
Whitefield,805.0,2,2,35.0,2,4347.83
Other,425.0,1,0,20.03,1,4712.94
Whitefield,1155.0,2,3,59.95,2,5190.48
Cunningham Road,5270.0,4,3,1250.0,4,23719.17
Anekal,656.0,2,1,22.0,2,3353.66
Other,1100.0,2,0,48.0,2,4363.64
Mahadevpura,1150.0,2,3,52.0,2,4521.74
Other,600.0,1,1,60.0,1,10000.0
Other,1468.0,2,1,140.0,2,9536.78
Other,4300.0,5,2,550.0,4,12790.7
Whitefield,2280.0,4,2,126.0,3,5526.32
Hegde Nagar,1341.0,2,1,97.0,2,7233.41
Jakkur,1279.0,2,1,77.0,2,6020.33
Electronic City Phase II,2225.0,4,0,98.88,4,4444.04
Thanisandra,1185.0,2,2,43.51,2,3671.73
Other,1750.0,3,2,85.0,3,4857.14
Kudlu,1152.0,2,1,53.5,2,4644.1
Hulimavu,1300.0,2,3,36.0,2,2769.23
Varthur Road,2760.0,4,2,155.0,4,5615.94
5th Phase JP Nagar,1070.0,2,2,39.0,2,3644.86
Uttarahalli,1101.0,2,0,45.0,2,4087.19
Other,775.0,2,1,55.0,2,7096.77
Yeshwanthpur,667.0,1,1,36.85,1,5524.74
Electronic City,1070.0,2,1,55.0,2,5140.19
Old Airport Road,1875.0,2,2,110.0,3,5866.67
Kundalahalli,735.0,2,1,57.99,2,7889.8
Sarjapur,4360.0,4,1,90.0,5,2064.22
Koramangala,1750.0,3,2,130.0,3,7428.57
Marathahalli,1215.0,2,1,67.0,2,5514.4
Vishwapriya Layout,820.0,2,1,30.0,2,3658.54
Banashankari Stage VI,1177.5,2,0,59.935,2,5090.02
Battarahalli,1779.0,3,2,89.61,3,5037.1
Other,1105.0,2,2,58.0,2,5248.87
Whitefield,1650.0,3,2,60.0,3,3636.36
Jalahalli,1694.0,2,2,150.0,2,8854.78
Hosakerehalli,2376.0,3,1,203.0,3,8543.77
Cox Town,1975.0,3,3,150.0,3,7594.94
Kammasandra,674.0,2,1,33.0,2,4896.14
Kaggadasapura,1185.0,2,1,41.0,2,3459.92
Thanisandra,445.0,1,0,28.0,1,6292.13
HSR Layout,1475.0,3,2,75.0,3,5084.75
Gottigere,1618.0,3,3,82.5,3,5098.89
Koramangala,1120.0,2,0,65.0,2,5803.57
Marathahalli,2181.0,3,2,152.0,4,6969.28
Vidyaranyapura,1200.0,4,0,90.0,4,7500.0
Bannerghatta Road,1556.0,2,1,59.13,3,3800.13
Bannerghatta Road,1179.0,2,1,66.02,2,5599.66
Thanisandra,1296.0,2,2,83.0,2,6404.32
Kaggadasapura,1275.0,2,2,52.0,2,4078.43
Kathriguppe,1400.0,2,2,77.0,3,5500.0
Gottigere,1222.0,2,1,63.0,2,5155.48
Electronic City,940.0,2,1,41.0,2,4361.7
Thanisandra,1185.0,2,2,42.6,2,3594.94
Tumkur Road,1779.0,3,2,112.0,3,6295.67
Begur Road,1615.0,3,2,59.76,3,3700.31
JP Nagar,4624.5,2,2,453.0,4,9795.65
Haralur Road,1056.0,2,1,61.0,2,5776.52
7th Phase JP Nagar,1100.0,2,0,46.0,2,4181.82
Arekere,920.0,2,1,40.0,2,4347.83
Other,1602.0,2,0,75.0,3,4681.65
Padmanabhanagar,1176.0,2,0,62.0,2,5272.11
Other,1352.0,3,0,135.0,3,9985.21
Kasavanhalli,1717.0,3,3,99.0,3,5765.87
Other,10961.0,4,1,80.0,4,729.86
Bhoganhalli,2119.0,4,3,111.0,4,5238.32
Vittasandra,1246.0,2,1,67.3,2,5401.28
Anandapura,1141.0,2,1,42.79,2,3750.22
Hennur Road,1157.0,2,1,84.0,2,7260.16
Chandapura,1025.0,2,2,27.68,2,2700.49
Yelahanka New Town,650.0,1,2,33.0,1,5076.92
Hebbal,1349.0,2,1,98.0,2,7264.64
Narayanapura,1566.0,3,1,83.3,3,5319.28
Sahakara Nagar,2830.0,3,3,195.0,4,6890.46
Electronic City,1320.0,2,1,38.13,3,2888.64
Other,1780.0,3,1,84.83,3,4765.73
Varthur,1091.0,2,1,34.9,2,3198.9
Rachenahalli,3670.0,4,3,300.0,4,8174.39
7th Phase JP Nagar,918.0,2,1,50.49,2,5500.0
Yeshwanthpur,1950.0,4,0,130.0,4,6666.67
Panathur,1695.0,3,1,90.0,3,5309.73
Yelahanka,1705.0,3,2,95.0,3,5571.85
Kalyan nagar,1375.0,3,2,75.0,3,5454.55
Kanakpura Road,525.0,1,1,30.0,1,5714.29
Whitefield,1447.0,2,1,83.0,2,5736.01
Thanisandra,1114.0,2,1,39.0,2,3500.9
7th Phase JP Nagar,1450.0,2,1,100.0,3,6896.55
Vasanthapura,1022.0,2,2,40.0,2,3913.89
Hebbal,1000.0,2,2,45.0,2,4500.0
Electronic City,1128.0,2,1,68.75,2,6094.86
Kanakpura Road,1180.0,2,2,57.0,2,4830.51
Nagarbhavi,1200.0,2,1,150.0,2,12500.0
Other,3761.0,3,2,660.0,3,17548.52
Kanakpura Road,1339.0,2,3,75.0,2,5601.19
Yelachenahalli,1400.0,2,3,55.0,3,3928.57
7th Phase JP Nagar,1040.0,2,1,39.52,2,3800.0
Kadugodi,1198.0,2,2,58.0,2,4841.4
Other,1200.0,3,2,95.0,4,7916.67
Sarjapur  Road,1691.0,3,2,113.0,3,6682.44
Bisuvanahalli,1075.0,3,2,36.0,3,3348.84
1st Block Jayanagar,1630.0,3,2,194.0,3,11901.84
8th Phase JP Nagar,1240.0,3,2,43.5,3,3508.06
Bannerghatta Road,1122.5,2,0,58.935,2,5250.33
Mallasandra,1665.0,3,2,86.58,3,5200.0
Marathahalli,2489.0,3,2,94.0,3,3776.62
Brookefield,1142.0,2,2,70.0,2,6129.6
Other,1976.0,3,1,184.0,3,9311.74
Other,5500.0,4,2,600.0,4,10909.09
Kothannur,1853.0,3,2,82.0,3,4425.26
Kasturi Nagar,1567.0,2,2,92.0,2,5871.09
Talaghattapura,1090.0,2,1,27.24,2,2499.08
Other,2400.0,4,1,640.0,4,26666.67
Electronics City Phase 1,1175.0,2,2,51.47,2,4380.43
Subramanyapura,1200.0,2,2,52.0,2,4333.33
Kodichikkanahalli,995.0,2,1,41.0,2,4120.6
Magadi Road,884.0,2,1,41.1,2,4649.32
Yeshwanthpur,1170.0,2,2,57.0,2,4871.79
KR Puram,1225.0,2,1,46.55,2,3800.0
Electronic City,1342.0,2,1,73.3,2,5462.0
Uttarahalli,1345.0,2,1,67.0,2,4981.41
Kodigehaali,1320.0,3,0,65.0,3,4924.24
Raja Rajeshwari Nagar,1140.0,2,1,49.39,2,4332.46
Battarahalli,1300.0,2,1,50.0,2,3846.15
Hosa Road,1652.0,3,2,85.0,3,5145.28
Thigalarapalya,2072.0,4,2,142.0,3,6853.28
Arekere,1740.0,2,2,95.0,3,5459.77
Electronic City,1360.0,2,1,71.0,3,5220.59
Hosur Road,1145.0,2,2,60.0,3,5240.17
Uttarahalli,1540.0,2,0,40.0,3,2597.4
Sarjapur  Road,1278.0,2,2,95.0,2,7433.49
Electronic City Phase II,630.0,1,1,40.0,1,6349.21
Kanakpura Road,1100.0,3,2,58.0,3,5272.73
Other,1200.0,3,0,95.0,3,7916.67
Other,2500.0,6,2,115.0,7,4600.0
Chandapura,582.5,1,0,15.135,1,2598.28
Chandapura,1015.0,2,2,25.88,2,2549.75
Hosur Road,3300.0,5,2,240.0,5,7272.73
Basaveshwara Nagar,4500.0,5,1,415.0,5,9222.22
Gunjur,1356.0,2,3,66.0,3,4867.26
Other,823.0,2,1,28.0,2,3402.19
TC Palaya,1200.0,2,0,66.0,3,5500.0
Ramamurthy Nagar,1050.0,2,0,37.0,2,3523.81
Other,1180.0,2,1,69.0,2,5847.46
Whitefield,1116.0,2,3,51.91,2,4651.43
7th Phase JP Nagar,1070.0,2,1,42.79,2,3999.07
Varthur,1385.0,2,3,80.0,2,5776.17
Varthur,1000.0,1,1,70.0,1,7000.0
Whitefield,1897.0,3,2,130.0,3,6852.93
Magadi Road,1005.0,2,1,55.78,2,5550.25
Green Glen Layout,1575.0,3,2,125.0,3,7936.51
Subramanyapura,975.0,2,1,65.0,2,6666.67
Hennur Road,1904.0,3,2,120.0,3,6302.52
Kengeri Satellite Town,930.0,1,1,30.0,1,3225.81
Kanakpura Road,525.0,1,1,26.0,1,4952.38
Other,686.0,1,1,17.0,1,2478.13
Electronic City Phase II,2400.0,3,1,150.0,2,6250.0
Other,1410.0,1,0,233.0,2,16524.82
Sarjapur  Road,2238.0,3,1,140.0,3,6255.59
Harlur,1174.0,2,1,69.0,2,5877.34
Thubarahalli,3800.0,4,3,239.0,4,6289.47
Whitefield,2225.0,2,1,125.0,3,5617.98
Other,1250.0,2,0,200.0,2,16000.0
Jigani,918.0,2,2,52.0,2,5664.49
Mahadevpura,1250.0,2,3,52.0,2,4160.0
Sarjapur  Road,1800.0,3,2,110.0,3,6111.11
Marathahalli,1170.0,2,3,53.0,2,4529.91
Other,1300.0,1,0,200.0,1,15384.62
Bannerghatta Road,793.0,2,1,45.0,2,5674.65
Jakkur,1710.0,3,2,107.0,3,6257.31
Kambipura,1082.0,2,1,57.5,3,5314.23
Other,1001.0,2,2,33.03,2,3299.7
Other,1500.0,4,2,180.0,4,12000.0
Yelahanka,1590.0,2,1,54.0,3,3396.23
Other,2400.0,2,0,80.0,3,3333.33
Horamavu Banaswadi,1554.0,3,2,55.0,3,3539.25
Thanisandra,1142.5,2,0,43.415,2,3800.0
Bellandur,4239.0,5,2,423.0,5,9978.77
Konanakunte,884.0,1,0,58.0,2,6561.09
Hosa Road,1045.0,2,1,98.89,2,9463.16
Marathahalli,1019.0,2,2,49.86,2,4893.03
Ambedkar Nagar,1935.0,4,2,130.0,3,6718.35
Uttarahalli,1135.0,2,2,39.73,3,3500.44
Lakshminarayana Pura,1680.0,3,2,150.0,3,8928.57
Hebbal,2470.0,5,2,247.0,4,10000.0
1st Phase JP Nagar,2825.0,4,3,250.0,4,8849.56
Hosakerehalli,2480.0,3,1,330.0,3,13306.45
Ramamurthy Nagar,1800.0,4,3,187.0,5,10388.89
Kasavanhalli,1799.0,3,3,90.0,3,5002.78
Whitefield,4348.5,2,2,304.0,4,6990.92
Attibele,400.0,1,1,11.0,1,2750.0
Kundalahalli,1047.0,2,1,82.0,2,7831.9
Other,1282.0,2,2,87.0,2,6786.27
NGR Layout,1020.0,2,1,45.9,2,4500.0
Whitefield,1495.0,2,1,79.5,2,5317.73
Kasavanhalli,3260.0,4,1,240.0,4,7361.96
Other,1611.0,2,2,64.44,3,4000.0
Koramangala,3500.0,5,2,425.0,4,12142.86
Other,1500.0,2,2,95.0,3,6333.33
Sahakara Nagar,1500.0,2,2,95.0,3,6333.33
Yelahanka,3206.0,5,2,270.0,4,8421.71
Uttarahalli,1540.0,3,0,50.0,3,3246.75
Hosa Road,1639.0,3,1,80.0,3,4881.03
Raja Rajeshwari Nagar,1303.0,2,2,55.79,2,4281.66
Koramangala,1005.0,1,1,110.0,2,10945.27
Kammasandra,657.5,1,0,18.41,1,2800.0
Chandapura,1305.0,3,1,33.28,3,2550.19
Other,1300.0,1,1,115.0,2,8846.15
Brookefield,1440.0,2,3,68.0,3,4722.22
Seegehalli,901.0,2,1,35.14,2,3900.11
Rajaji Nagar,1725.0,3,3,200.0,3,11594.2
Sarjapur,900.0,2,1,42.0,3,4666.67
BEML Layout,1060.0,2,1,55.0,2,5188.68
NGR Layout,1020.0,2,1,48.45,2,4750.0
Varthur,1535.0,3,2,65.99,3,4299.02
Other,530.0,1,1,20.0,1,3773.58
Haralur Road,1464.0,3,2,56.0,3,3825.14
Other,1350.0,2,3,80.0,2,5925.93
Sarjapur  Road,1115.0,2,2,50.0,2,4484.3
Uttarahalli,1175.0,2,2,47.0,2,4000.0
Whitefield,1113.0,2,1,62.0,2,5570.53
Ramamurthy Nagar,1640.0,4,3,240.0,5,14634.15
Giri Nagar,650.0,2,0,42.0,2,6461.54
Marathahalli,1325.0,2,2,71.55,2,5400.0
Electronics City Phase 1,950.0,2,3,31.0,2,3263.16
Jakkur,1396.0,2,1,86.51,3,6196.99
Rachenahalli,1050.0,2,2,52.07,2,4959.05
Thanisandra,1825.0,3,2,100.0,3,5479.45
7th Phase JP Nagar,1190.0,2,1,49.98,2,4200.0
Marathahalli,1220.0,2,1,56.5,2,4631.15
NRI Layout,1565.0,2,2,75.0,3,4792.33
Hennur Road,1891.0,3,1,109.0,3,5764.15
Other,900.0,2,0,27.0,2,3000.0
Hosa Road,1161.0,2,1,55.15,2,4750.22
Sarjapur,649.5,1,0,17.535,1,2699.77
Other,2400.0,6,3,125.0,8,5208.33
Yeshwanthpur,665.0,1,1,36.85,1,5541.35
Mysore Road,1175.0,2,1,73.5,2,6255.32
Hoodi,1425.0,2,2,80.0,2,5614.04
Chikkabanavar,1200.0,1,0,20.0,1,1666.67
ITPL,1200.0,3,1,56.12,3,4676.67
Somasundara Palya,1255.0,2,2,67.0,2,5338.65
Hegde Nagar,2112.95,4,2,145.0,3,6862.44
Raja Rajeshwari Nagar,600.0,1,1,22.0,1,3666.67
Haralur Road,1810.0,3,2,100.0,3,5524.86
Indira Nagar,1200.0,2,2,93.0,2,7750.0
Harlur,1033.0,2,2,49.0,2,4743.47
ITPL,1548.0,3,2,89.5,3,5781.65
Horamavu Banaswadi,1611.0,3,3,66.0,3,4096.83
Electronic City Phase II,1400.0,2,1,40.43,3,2887.86
Vidyaranyapura,1485.0,2,2,67.0,3,4511.78
Margondanahalli,2400.0,2,1,82.0,2,3416.67
Pattandur Agrahara,1025.0,2,1,44.5,2,4341.46
Other,1225.0,2,2,53.0,2,4326.53
5th Phase JP Nagar,1256.0,2,1,62.8,2,5000.0
Whitefield,2268.0,3,2,163.0,4,7186.95
Kanakpura Road,1100.0,3,2,53.0,3,4818.18
Other,1141.0,2,0,62.0,2,5433.83
Attibele,400.0,1,1,12.0,1,3000.0
Chandapura,1400.0,2,0,60.0,2,4285.71
Other,4100.0,7,2,140.0,7,3414.63
Other,1175.0,2,2,48.27,2,4108.09
Sahakara Nagar,1100.0,2,1,56.0,2,5090.91
Kanakpura Road,1843.0,3,2,95.84,3,5200.22
Horamavu Banaswadi,1460.0,2,1,80.5,2,5513.7
Rachenahalli,1530.0,2,2,74.5,3,4869.28
HSR Layout,1467.0,2,1,55.0,2,3749.15
Other,950.0,1,1,40.0,1,4210.53
Vittasandra,1246.0,2,1,64.5,2,5176.57
Kanakapura,711.0,1,1,38.0,1,5344.59
Haralur Road,1194.0,2,2,46.0,2,3852.6
Babusapalaya,1358.0,2,1,43.4,3,3195.88
Hoodi,1420.0,2,2,75.0,2,5281.69
Kathriguppe,1250.0,2,1,68.75,3,5500.0
Akshaya Nagar,1280.0,2,2,58.0,2,4531.25
Other,1209.0,2,1,50.0,2,4135.65
Other,4200.0,5,2,225.0,5,5357.14
Other,1215.0,4,3,205.0,4,16872.43
Panathur,1315.0,2,1,54.8,3,4167.3
Other,1800.0,3,3,90.0,3,5000.0
Other,1600.0,4,0,125.0,5,7812.5
TC Palaya,1600.0,2,2,65.0,3,4062.5
Other,3968.0,5,2,900.0,6,22681.45
Other,1563.0,3,2,52.0,3,3326.94
Whitefield,1560.0,2,2,72.0,3,4615.38
Brookefield,2169.0,4,2,115.0,3,5301.98
Rachenahalli,1050.0,2,2,55.5,2,5285.71
Iblur Village,3235.0,3,1,235.0,3,7264.3
TC Palaya,1200.0,3,0,66.0,3,5500.0
HSR Layout,1140.0,2,2,46.0,2,4035.09
7th Phase JP Nagar,1500.0,3,1,170.0,3,11333.33
Horamavu Agara,1560.0,3,2,75.0,3,4807.69
JP Nagar,1100.0,2,2,70.0,2,6363.64
Kasavanhalli,1260.0,2,3,40.32,3,3200.0
Hebbal,1036.0,2,1,50.0,2,4826.25
Akshaya Nagar,1662.0,3,3,85.1,3,5120.34
Yelachenahalli,1464.0,2,3,105.0,3,7172.13
Yelahanka,1234.0,2,2,80.0,2,6482.98
Sarjapur  Road,1403.0,3,1,55.0,3,3920.17
Seegehalli,1150.0,2,2,42.9,3,3730.43
Hebbal,3900.0,4,2,410.0,4,10512.82
Kanakapura,929.0,2,1,46.0,2,4951.56
TC Palaya,1350.0,2,1,75.0,3,5555.56
Vasanthapura,1135.0,2,1,39.73,2,3500.44
Other,1405.0,2,2,70.0,2,4982.21
Whitefield,1200.0,2,1,45.84,2,3820.0
Haralur Road,2805.0,4,3,154.0,4,5490.2
Yeshwanthpur,1161.0,2,2,64.08,2,5519.38
Kanakpura Road,1290.0,2,3,74.0,2,5736.43
Yeshwanthpur,2557.0,3,2,141.0,3,5514.27
Other,1480.0,3,2,90.0,3,6081.08
Old Madras Road,1350.0,3,0,54.54,3,4040.0
Kadugodi,1580.0,2,2,65.0,3,4113.92
Banashankari,1470.0,2,1,88.64,3,6029.93
Ananth Nagar,500.0,1,1,14.0,1,2800.0
Sarjapur  Road,1346.0,2,1,61.92,2,4600.3
Other,1600.0,3,3,90.0,3,5625.0
Other,720.0,2,1,120.0,2,16666.67
Other,1200.0,4,0,135.0,4,11250.0
Other,1200.0,2,2,35.0,2,2916.67
Channasandra,1340.0,2,2,48.33,3,3606.72
Devanahalli,6136.0,4,2,560.0,4,9126.47
Jigani,918.0,2,2,48.0,2,5228.76
Other,1500.0,3,2,115.0,3,7666.67
Yelahanka,1315.0,2,2,85.0,2,6463.88
Other,2400.0,5,2,775.0,4,32291.67
Uttarahalli,1390.0,2,2,62.55,3,4500.0
Uttarahalli,1330.0,2,1,56.0,3,4210.53
Jalahalli,3100.0,4,2,265.0,5,8548.39
Other,1824.0,3,3,125.0,3,6853.07
7th Phase JP Nagar,1420.0,2,2,96.0,3,6760.56
Other,750.0,1,0,56.25,1,7500.0
Jalahalli East,1260.0,2,1,60.0,3,4761.9
Hennur Road,1561.0,3,2,95.0,3,6085.84
Other,1060.0,2,2,42.0,2,3962.26
Haralur Road,1225.0,2,1,67.38,2,5500.41
Thanisandra,2144.0,3,2,135.0,3,6296.64
Electronic City,880.0,2,2,29.0,2,3295.45
Hoodi,1639.0,3,2,110.0,3,6711.41
Thanisandra,1240.0,2,1,62.0,3,5000.0
Kanakpura Road,1500.0,2,2,69.0,2,4600.0
Haralur Road,1243.0,2,1,46.0,2,3700.72
Marathahalli,1575.0,3,2,78.0,3,4952.38
Haralur Road,1027.0,2,2,44.0,2,4284.32
Kambipura,1082.0,2,1,56.0,3,5175.6
Konanakunte,1637.0,3,3,73.0,3,4459.38
Kanakpura Road,1665.0,3,2,86.58,3,5200.0
Electronic City,1265.0,2,0,56.93,2,4500.4
